字號,字,聲母,韻母,調值,調類,備註
1,東,t,əŋ,24,陰平,
2,菄,t,əŋ,24,陰平,
22,銅,tʰ,əŋ,11,陽平,
63,中,ts,əŋ,24,陰平,中間。
67,蟲,tsʰ,əŋ,11,陽平,
113,狨,0,iŋ,11,陽平,
114,絨,0,iŋ,11,陽平,
115,弓,k,əŋ,24,陰平,
126,熊,ɕ,yŋ,11,陽平,
140,窮,tɕʰ,iŋ,11,陽平,
143,馮,h,əŋ,11,陽平,
150,風,f,əŋ,24,陰平,
151,飌,f,əŋ,24,陰平,
178,空,kʰ,əŋ,24,陰平,空虛。
192,公,k,əŋ,24,陰平,
205,蒙,m,əŋ,11,陽平,蒙古
205,蒙,m,əŋ,24,陰平,蒙住。
232,籠,l,əŋ,11,陽平,蒸籠。
232,籠,l,əŋ,24,陰平,雞籠
240,聾,l,əŋ,24,陰平,
262,紅,h,əŋ,11,陽平,
287,翁,v,əŋ,24,陰平,
297,葱,tsʰ,əŋ,24,陰平,
310,通,tʰ,əŋ,24,陰平,
326,椶,ts,əŋ,24,陰平,
343,篷,pʰ,əŋ,11,陽平,
361,冬,t,əŋ,24,陰平,
362,𡘬,t,əŋ,24,陰平,
401,農,n,əŋ,11,陽平,
402,䢉,n,əŋ,11,陽平,
403,辳,n,əŋ,11,陽平,
404,𨑋,n,əŋ,11,陽平,
422,宗,ts,əŋ,24,陰平,
424,鬆,s,əŋ,24,陰平,輕鬆。
425,䯳,s,əŋ,24,陰平,輕鬆。
428,鐘,ts,əŋ,24,陰平,
445,龍,t,iŋ,11,陽平,
454,舂,s,əŋ,24,陰平,舂米。
460,松,tsʰ,əŋ,11,陽平,松樹。
461,㮤,tsʰ,əŋ,11,陽平,松樹。
464,𧘂,tsʰ,əŋ,24,陰平,
465,衝,tsʰ,əŋ,24,陰平,
475,容,0,iŋ,11,陽平,
510,封,f,əŋ,24,陰平,
511,𡉚,f,əŋ,24,陰平,
515,胷,ɕ,iŋ,24,陰平,
516,凶,ɕ,iŋ,24,陰平,
517,𣧑,ɕ,iŋ,24,陰平,
547,濃,n,iŋ,11,陽平,
553,重,tsʰ,əŋ,11,陽平,重複。
571,縫,f,əŋ,11,陽平,縫衣。
635,供,k,əŋ,11,陽平,供應。
652,從,tsʰ,əŋ,11,陽平,
664,江,k,ɔ̃,24,陰平,
698,䆫,tsʰ,ɔ̃,24,陰平,
699,牎,tsʰ,ɔ̃,24,陰平,
700,窓,tsʰ,ɔ̃,24,陰平,
725,雙,s,ɔ̃,24,陰平,
765,樁,ts,ɔ̃,24,陰平,
772,支,ts,ɿ,24,陰平,
877,錘,tɕʰ,y,11,陽平,
891,吹,tɕʰ,y,24,陰平,
897,披,pʰ,i,24,陰平,
908,碑,p,i,24,陰平,
917,隨,tɕʰ,i,11,陽平,
920,虧,kʰ,ue,24,陰平,
999,皮,pʰ,i,11,陽平,
1018,兒,0,e,11,陽平,
1019,𠒆,0,e,11,陽平,
1023,籬,t,i,11,陽平,
1193,知,ts,ɿ,24,陰平,
1251,規,k,ue,24,陰平,
1358,飢,tɕ,i,24,陰平,
1421,私,s,ɿ,24,陰平,
1446,棃,t,i,11,陽平,
1447,梨,t,i,11,陽平,
1471,龜,k,ue,24,陰平,
1472,龜,k,ue,24,陰平,
1473,𠃾,k,ue,24,陰平,
1484,衰,s,ue,24,陰平,
1489,維,v,e,11,陽平,
1565,悲,p,e,24,陰平,
1661,時,s,ɿ,11,陽平,
1662,旹,s,ɿ,11,陽平,
1668,疑,n,i,11,陽平,
1690,旗,tɕʰ,i,11,陽平,
1724,而,0,e,11,陽平,
1745,欺,tɕʰ,i,24,陰平,
1759,基,tɕ,i,24,陰平,
1876,揮,h,ue,24,陰平,
1914,飛,f,i,24,陰平,
1925,肥,f,i,11,陽平,
1965,機,tɕ,i,24,陰平,
1974,幾,tɕ,i,42,上聲,
1995,衣,j,i,24,陰平,
2005,歸,k,ue,24,陰平,
2006,㱕,k,ue,24,陰平,
2010,魚,ŋ,e,11,陽平,
2011,𩺰,ŋ,e,11,陽平,
2022,書,ɕ,y,24,陰平,
2036,車,tɕ,y,24,陰平,車馬炮。
2043,渠,tɕ,i,24,陰平,他。
2069,余,0,y,11,陽平,
2118,蛆,tɕʰ,i,24,陰平,
2125,鉏,tsʰ,u,11,陽平,
2126,鋤,tsʰ,u,11,陽平,
2136,梳,s,u,24,陰平,
2146,虛,ɕ,y,24,陰平,
2152,徐,tɕʰ,i,11,陽平,
2161,豬,ts,e,24,陰平,
2162,䐗,ts,e,24,陰平,
2163,猪,ts,e,24,陰平,
2191,除,tɕʰ,y,11,陽平,
2378,須,ɕ,i,24,陰平,
2462,區,tɕʰ,y,24,陰平,
2470,朱,tɕ,y,24,陰平,
2500,扶,pʰ,u,11,陽平,
2501,𢻳,pʰ,u,11,陽平,
2503,符,f,u,11,陽平,
2587,夫,f,u,24,陰平,
2608,輸,ɕ,y,24,陰平,
2616,廚,tɕʰ,y,11,陽平,
2640,模,m,o,11,陽平,模子。
2641,橅,m,o,11,陽平,模子。
2662,胡,f,u,11,陽平,
2780,吳,v,u,11,陽平,
2797,租,ts,u,24,陰平,
2817,爐,l,u,11,陽平,
2842,烏,v,u,24,陰平,
2887,麤,tsʰ,u,24,陰平,
2888,麁,tsʰ,u,24,陰平,
2891,觕,tsʰ,u,24,陰平,
2893,粗,tsʰ,u,24,陰平,
2925,齊,tɕʰ,i,11,陽平,
2935,犂,t,i,11,陽平,
2936,𤛿,t,i,11,陽平,
2965,低,t,i,24,陰平,
3066,雞,tɕ,i,24,陰平,
3067,鷄,tɕ,i,24,陰平,
3130,西,ɕ,i,24,陰平,
3131,卤,ɕ,i,24,陰平,
3132,卥,ɕ,i,24,陰平,
3146,梯,tʰ,i,24,陰平,
3191,泥,n,i,11,陽平,
3192,埿,n,i,11,陽平,
3195,谿,tɕʰ,i,24,陰平,
3196,嵠,tɕʰ,i,24,陰平,
3197,溪,tɕʰ,i,24,陰平,
3198,磎,tɕʰ,i,24,陰平,
3220,奎,kʰ,ue,11,陽平,
3263,佳,k,a,24,陰平,
3264,街,k,æ,24,陰平,
3268,鞵,h,æ,11,陽平,
3269,鞋,h,æ,11,陽平,
3287,蛙,v,a,24,陰平,
3288,鼃,v,a,24,陰平,
3295,柴,tsʰ,æ,11,陽平,
3346,階,k,æ,24,陰平,
3351,堦,k,æ,24,陰平,
3355,街,k,æ,24,陰平,
3360,𢰇,0,æ,24,陰平,
3368,鞋,h,æ,11,陽平,
3370,排,pʰ,æ,11,陽平,
3376,乖,k,uæ,24,陰平,
3377,𦮃,k,uæ,24,陰平,
3388,淮,h,uæ,11,陽平,
3404,埋,m,æ,11,陽平,
3418,揩,kʰ,æ,24,陰平,
3432,灰,h,ue,24,陰平,
3457,回,h,ue,11,陽平,
3471,梅,m,e,11,陽平,
3531,堆,t,e,24,陰平,
3565,桮,p,e,24,陰平,
3566,杯,p,e,24,陰平,
3567,盃,p,e,24,陰平,
3585,推,tʰ,e,24,陰平,
3598,開,h,ue,24,陰平,
3603,哀,ŋ,æ,24,陰平,
3624,該,k,ue,24,陰平,
3647,財,tsʰ,e,11,陽平,
3654,來,l,e,11,陽平,
3683,栽,ts,e,24,陰平,
3700,台,tʰ,e,11,陽平,
3733,真,tɕ,iŋ,24,陰平,
3776,新,ɕ,iŋ,24,陰平,
3795,神,ɕ,iŋ,11,陽平,
3797,親,tɕʰ,iŋ,24,陰平,
3798,寴,tɕʰ,iŋ,24,陰平,
3799,𡪔,tɕʰ,iŋ,24,陰平,
3815,身,ɕ,iŋ,24,陰平,
3819,賓,p,iŋ,24,陰平,
3820,𧶉,p,iŋ,24,陰平,
3839,鱗,t,iŋ,11,陽平,
3860,陳,tɕʰ,iŋ,11,陽平,
3861,敶,tɕʰ,iŋ,11,陽平,
3958,貧,pʰ,iŋ,11,陽平,
3959,𡧋,pʰ,iŋ,11,陽平,
3980,民,m,iŋ,11,陽平,
4065,遵,ts,ẽ,24,陰平,
4070,春,tɕʰ,yŋ,24,陰平,
4141,蟁,m,ẽ,24,陰平,
4142,蚊,m,ẽ,24,陰平,
4143,䘇,m,ẽ,24,陰平,
4150,雲,j,yŋ,11,陽平,
4219,分,f,ẽ,24,陰平,
4226,帬,tɕʰ,yŋ,11,陽平,
4227,裠,tɕʰ,yŋ,11,陽平,
4243,軍,tɕ,yŋ,24,陰平,
4273,勤,tɕʰ,iŋ,11,陽平,
4282,斤,tɕ,iŋ,24,陰平,
4298,元,j,yẽ,11,陽平,
4374,飜,f,ã,24,陰平,
4375,翻,f,ã,24,陰平,
4405,冤,j,yẽ,24,陰平,
4422,言,n,iẽ,11,陽平,
4467,渾,v,ẽ,11,陽平,
4503,溫,v,ẽ,24,陰平,
4515,門,m,ẽ,11,陽平,
4534,尊,ts,ẽ,24,陰平,
4535,罇,ts,ẽ,24,陰平,
4536,樽,ts,ẽ,24,陰平,
4580,村,tsʰ,ẽ,24,陰平,
4604,昏,h,uɔ̃,24,陰平,
4615,痕,h,ẽ,11,陽平,
4619,根,k,ẽ,24,陰平,
4623,恩,0,ẽ,24,陰平,
4626,吞,tʰ,ẽ,24,陰平,
4630,寒,h,uɔ̃,11,陽平,
4645,單,t,ã,24,陰平,
4655,安,0,uɔ̃,24,陰平,
4660,難,n,ã,11,陽平,難易。
4661,𪅀,n,ã,11,陽平,難易。
4662,𩁢,n,ã,11,陽平,難易。
4663,𩁚,n,ã,11,陽平,難易。
4664,餐,tsʰ,ã,24,陰平,
4665,湌,tsʰ,ã,24,陰平,
4673,攤,tʰ,ã,24,陰平,
4687,彈,tʰ,ã,11,陽平,彈琴。
4708,肝,k,uɔ̃,24,陰平,
4720,蘭,l,ã,11,陽平,
4743,完,v,ã,11,陽平,
4783,端,t,uɔ̃,24,陰平,
4808,酸,s,uɔ̃,24,陰平,
4813,團,tʰ,uɔ̃,11,陽平,
4834,官,k,uɔ̃,24,陰平,
4858,歡,h,uɔ̃,24,陰平,
4859,懽,h,uɔ̃,24,陰平,
4871,寬,kʰ,uɔ̃,24,陰平,
4879,槃,pʰ,ɔ̃,11,陽平,
4880,盤,pʰ,ɔ̃,11,陽平,
4881,鎜,pʰ,ɔ̃,11,陽平,
4882,柈,pʰ,ɔ̃,11,陽平,
4926,潘,pʰ,ɔ̃,24,陰平,
4933,般,p,ɔ̃,24,陰平,
4941,關,k,uã,24,陰平,姓
4941,關,kʰ,uã,24,陰平,關門。
4942,関,kʰ,uã,24,陰平,關門。
4942,関,k,uã,24,陰平,姓
4947,彎,v,ã,24,陰平,
4952,𣠯,tsʰ,uɔ̃,24,陰平,
4953,還,v,ã,11,陽平,歸還。
4973,班,p,ã,24,陰平,
4993,顏,ŋ,ã,11,陽平,
4995,姦,k,ã,24,陰平,
5004,頑,ŋ,ã,11,陽平,
5009,山,s,ã,24,陰平,
5015,閒,k,ã,24,陰平,中間。
5021,閑,h,ã,11,陽平,
5084,千,tɕʰ,iẽ,24,陰平,
5108,天,tʰ,iẽ,24,陰平,
5109,𠀘,tʰ,iẽ,24,陰平,
5110,䒶,tʰ,iẽ,24,陰平,
5119,肩,tɕ,iẽ,24,陰平,
5161,蓮,l,iẽ,11,陽平,
5169,田,tʰ,iẽ,11,陽平,
5189,秊,n,iẽ,11,陽平,
5190,年,n,iẽ,11,陽平,
5192,顛,t,iẽ,24,陰平,
5193,㒹,t,iẽ,24,陰平,
5207,牽,tɕʰ,iẽ,24,陰平,
5267,邊,p,iẽ,24,陰平,
5282,縣,ɕ,yẽ,11,陽平,
5283,懸,ɕ,yẽ,11,陽平,
5297,仙,ɕ,iẽ,24,陰平,
5298,僊,ɕ,iẽ,24,陰平,
5299,㒨,ɕ,iẽ,24,陰平,
5311,遷,tɕʰ,iẽ,24,陰平,
5312,𨙙,tɕʰ,iẽ,24,陰平,
5313,𠨧,tɕʰ,iẽ,24,陰平,
5319,煎,tɕ,iẽ,24,陰平,
5323,然,j,iẽ,11,陽平,
5388,纏,tsʰ,ẽ,11,陽平,
5389,緾,tsʰ,ẽ,11,陽平,
5403,連,t,iẽ,11,陽平,
5417,偏,pʰ,iẽ,24,陰平,
5423,便,pʰ,iẽ,11,陽平,便宜。
5434,棉,m,iẽ,11,陽平,
5449,全,tɕʰ,iẽ,11,陽平,
5450,仝,tɕʰ,iẽ,11,陽平,
5485,穿,tsʰ,uɔ̃,24,陰平,
5524,船,s,uɔ̃,11,陽平,
5525,舩,s,uɔ̃,11,陽平,
5526,鞭,p,iẽ,24,陰平,
5574,圜,j,yẽ,11,陽平,
5605,拳,tɕʰ,yẽ,11,陽平,
5628,傳,tsʰ,uɔ̃,11,陽平,宣傳。
5634,棬,tɕʰ,yẽ,24,陰平,
5680,刁,t,iɔ,24,陰平,
5814,超,tsʰ,ɔ,24,陰平,
5820,朝,ts,ɔ,24,陰平,今朝。
5821,𦩻,ts,ɔ,24,陰平,今朝。
5827,潮,tsʰ,ɔ,11,陽平,
5869,椒,tɕ,iɔ,24,陰平,
5870,茮,tɕ,iɔ,24,陰平,
5885,燒,s,ɔ,24,陰平,
5990,橋,tɕʰ,iɔ,11,陽平,
6077,交,k,ɔ,24,陰平,
6136,貓,m,iɔ,55,去聲,
6159,包,p,ɔ,24,陰平,
6173,敲,kʰ,ɔ,24,陰平,
6191,抓,ts,ɔ,24,陰平,
6274,牢,l,ɔ,11,陽平,
6275,窂,l,ɔ,11,陽平,
6301,毛,m,ɔ,24,陰平,
6391,糟,ts,ɔ,24,陰平,
6392,𦵩,ts,ɔ,24,陰平,
6393,醩,ts,ɔ,24,陰平,
6405,熬,ŋ,ɔ,11,陽平,
6425,曹,tsʰ,ɔ,11,陽平,
6426,𣍘,tsʰ,ɔ,11,陽平,
6452,操,tsʰ,ɔ,24,陰平,
6469,哥,k,o,24,陰平,
6478,多,t,o,24,陰平,
6505,馱,tʰ,o,11,陽平,
6537,鵝,ŋ,o,11,陽平,
6547,拕,tʰ,o,24,陰平,
6560,鑼,l,o,11,陽平,
6572,河,h,o,11,陽平,
6617,蓑,s,o,24,陰平,
6624,婆,pʰ,o,11,陽平,
6642,磨,m,o,11,陽平,磨刀。
6671,螺,l,o,11,陽平,
6672,蠃,l,o,11,陽平,
6682,波,p,o,24,陰平,
6695,禾,v,o,11,陽平,
6722,鞾,ɕ,io,24,陰平,
6723,靴,ɕ,io,24,陰平,
6731,茄,tɕʰ,io,11,陽平,
6742,瘸,tɕʰ,io,11,陽平,
6744,麻,m,a,11,陽平,
6752,車,tsʰ,a,24,陰平,
6770,遮,ts,a,24,陰平,
6786,蛇,s,a,11,陽平,
6787,虵,s,a,11,陽平,
6799,瓜,k,ua,24,陰平,
6806,華,h,ua,24,陰平,
6807,花,h,ua,24,陰平,
6818,拏,n,a,42,上聲,
6828,家,k,a,24,陰平,
6887,叉,tsʰ,a,24,陰平,
6907,牙,ŋ,a,11,陽平,
6914,樝,tsʰ,a,11,陽平,
6915,柤,tsʰ,a,11,陽平,
6930,𣘻,tsʰ,a,11,陽平,
6931,茶,tsʰ,a,11,陽平,
6942,斜,tɕʰ,ia,11,陽平,
6943,邪,ɕ,ia,11,陽平,
6961,爬,pʰ,a,11,陽平,
6995,爹,t,ia,24,陰平,
7043,涼,t,iɔ̃,11,陽平,
7044,凉,t,iɔ̃,11,陽平,
7056,香,ɕ,iɔ̃,24,陰平,
7063,傷,s,ɔ̃,24,陰平,
7080,房,f,ɔ̃,11,陽平,
7087,章,ts,ɔ̃,24,陰平,
7102,昌,tsʰ,ɔ̃,24,陰平,
7126,姜,tɕ,iɔ̃,24,陰平,
7129,長,tsʰ,ɔ̃,11,陽平,長短。
7137,張,ts,ɔ̃,24,陰平,
7156,瓤,n,ɔ̃,11,陽平,
7158,方,f,ɔ̃,24,陰平,
7185,漿,tɕ,iɔ̃,24,陰平,
7190,創,tsʰ,ɔ̃,24,陰平,
7191,瘡,tsʰ,ɔ̃,24,陰平,
7192,𠛂,tsʰ,ɔ̃,24,陰平,
7206,娘,n,iɔ̃,11,陽平,
7215,裝,ts,ɔ̃,24,陰平,
7217,常,s,ɔ̃,11,陽平,
7227,霜,s,ɔ̃,24,陰平,
7234,牆,tɕʰ,iɔ̃,11,陽平,
7235,廧,tɕʰ,iɔ̃,11,陽平,
7236,墻,tɕʰ,iɔ̃,11,陽平,
7246,槍,tɕʰ,iɔ̃,24,陰平,
7258,筐,tɕʰ,iɔ̃,24,陰平,
7266,眶,tɕʰ,iɔ̃,24,陰平,
7269,王,v,ɔ̃,11,陽平,
7278,秧,j,iɔ̃,24,陰平,聲母j-上標，介於j-與零聲母之間。
7282,強,tɕʰ,iɔ̃,11,陽平,
7303,堂,tʰ,ɔ̃,11,陽平,
7304,坣,tʰ,ɔ̃,11,陽平,
7337,郎,l,ɔ̃,11,陽平,
7378,倉,tsʰ,ɔ̃,24,陰平,
7391,鋼,k,ɔ̃,24,陰平,
7401,桑,s,ɔ̃,24,陰平,
7402,桒,s,ɔ̃,24,陰平,
7408,穅,h,ɔ̃,24,陰平,
7409,糠,h,ɔ̃,24,陰平,
7421,荒,h,ɔ̃,24,陰平,
7435,黃,h,ɔ̃,11,陽平,姓。
7435,黃,v,ɔ̃,11,陽平,黃色
7467,光,k,ɔ̃,24,陰平,
7468,灮,k,ɔ̃,24,陰平,
7481,湯,tʰ,ɔ̃,24,陰平,
7518,行,h,ɔ̃,11,陽平,銀行。
7538,忙,m,ɔ̃,11,陽平,
7539,朚,m,ɔ̃,11,陽平,
7577,幫,p,ɔ̃,24,陰平,
7578,縍,p,ɔ̃,24,陰平,
7594,阬,h,ã,24,陰平,
7595,坑,h,ã,24,陰平,
7596,硎,h,ã,24,陰平,
7608,橫,v,ã,11,陽平,
7641,彭,pʰ,ã,11,陽平,
7662,橕,tsʰ,ã,24,陰平,
7663,樘,tsʰ,ã,24,陰平,
7689,平,pʰ,iŋ,11,陽平,文讀
7689,平,pʰ,iã,11,陽平,白讀。
7704,明,m,iŋ,11,陽平,文讀
7704,明,m,iã,11,陽平,白讀。
7711,澄,tʰ,ẽ,11,陽平,澄清。
7718,榮,0,iŋ,11,陽平,
7724,兵,p,iŋ,24,陰平,
7725,兄,ɕ,iã,24,陰平,
7727,生,s,ẽ,24,陰平,
7727,生,s,ã,24,陰平,
7748,迎,n,iã,11,陽平,
7749,行,h,ã,11,陽平,出行。
7749,行,h,ẽ,11,陽平,行時
7864,轟,h,əŋ,42,上聲,
7865,輷,h,əŋ,42,上聲,
7879,橙,tsʰ,ã,11,陽平,
7896,棚,pʰ,əŋ,11,陽平,
7902,爭,ts,ẽ,24,陰平,文讀
7902,爭,ts,ã,24,陰平,白讀。
7909,清,tʰ,iŋ,24,陰平,文讀
7909,清,tʰ,iã,24,陰平,白讀。
7911,情,tɕʰ,iŋ,11,陽平,
7912,晴,tɕʰ,iã,11,陽平,
7916,精,tɕ,iã,24,陰平,白讀。
7916,精,tɕ,iŋ,24,陰平,文讀
7937,贏,0,iã,11,陽平,
7943,營,0,iã,11,陽平,
7970,成,s,ã,11,陽平,舞成
7970,成,tsʰ,ã,11,陽平,成三。
7970,成,tɕʰ,iŋ,11,陽平,成功
7971,𢦩,s,ã,11,陽平,舞成
7971,𢦩,tɕʰ,iŋ,11,陽平,成功
7971,𢦩,tsʰ,ã,11,陽平,成三。
7981,程,tɕʰ,iŋ,11,陽平,
7987,聲,ɕ,iŋ,24,陰平,文讀
7987,聲,s,ã,24,陰平,白讀。
7995,正,ts,ã,24,陰平,正月。
8001,輕,tɕʰ,iã,24,陰平,
8004,名,m,iã,11,陽平,白讀。
8004,名,m,iŋ,11,陽平,文讀
8012,傾,tɕʰ,yŋ,42,上聲,
8015,縈,0,iã,24,陰平,繞也。
8020,瓊,tɕʰ,yŋ,11,陽平,
8021,璚,tɕʰ,yŋ,11,陽平,
8046,青,tɕʰ,iã,24,陰平,白讀。
8046,青,tɕʰ,iŋ,24,陰平,文讀
8051,經,tɕ,iŋ,24,陰平,
8057,形,ɕ,iŋ,11,陽平,
8073,停,tʰ,iŋ,11,陽平,
8094,釘,t,iã,24,陰平,
8104,星,ɕ,iã,24,陰平,
8105,曐,ɕ,iã,24,陰平,
8124,靈,t,iŋ,11,陽平,
8125,霛,t,iŋ,11,陽平,
8126,𩆈,t,iŋ,11,陽平,
8136,鈴,l,iŋ,11,陽平,
8163,零,t,iã,11,陽平,
8224,聽,tʰ,iã,24,陰平,
8249,瓶,pʰ,iŋ,11,陽平,
8250,缾,pʰ,iŋ,11,陽平,
8278,蒸,tɕ,iŋ,24,陰平,
8279,䒱,tɕ,iŋ,24,陰平,
8280,烝,tɕ,iŋ,24,陰平,
8312,應,j,iŋ,24,陰平,應當。聲母j-上標，介於j-與零聲母之間。
8320,冫,p,iŋ,24,陰平,
8321,冰,p,iŋ,24,陰平,
8323,蠅,j,iŋ,11,陽平,聲母j-上標，介於j-與零聲母之間。
8324,繩,ɕ,iŋ,11,陽平,
8336,升,ɕ,iŋ,24,陰平,
8337,昇,ɕ,iŋ,24,陰平,
8379,燈,t,ẽ,24,陰平,
